,Sample Collection Date,Sample ID No.,Host Species,Sample Location - County,Sample Location - State,Sample Location - Site,Isolate_ID_No.,Genbank,CFU,Fungus Classification - Phylum,Fungus Classification - Class,Fungus Classification - Order,Fungus Classification - Family,Fungus Classification -Genus,Fungus Classification - Species,OTU (cluster)
335,20150224,44797-062,Myotis sodalis,Shannon,MO,MO1,44797_062_2LNA,MK794127,2,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,,cluster49
336,20150224,44797-062,Myotis sodalis,Shannon,MO,MO1,44797_062_2SD,MK794128,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
337,20150224,44797-062,Myotis sodalis,Shannon,MO,MO1,44797_062_3SD,MK794129,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
338,20150224,44797-063,Perimyotis subflavus,Shannon,MO,MO1,44797_063_1SD,MK794130,18,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
339,20150224,44797-064,Myotis sodalis,Shannon,MO,MO1,44797_064_1LNA,MK794131,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
340,20150224,44797-064,Myotis sodalis,Shannon,MO,MO1,44797_064_1SD,MK794132,6,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,glandicola,cluster24
341,20150224,44797-064,Myotis sodalis,Shannon,MO,MO1,44797_064_2LNA,MK794133,100,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,,cluster11
342,20150224,44797-064,Myotis sodalis,Shannon,MO,MO1,44797_064_2SD,MK794134,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
343,20150224,44797-064,Myotis sodalis,Shannon,MO,MO1,44797_064_3SD,MK794135,3,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster43
344,20150224,44797-065,Myotis sodalis,Shannon,MO,MO1,44797_065_1DTM,MK794136,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
345,20150224,44797-065,Myotis sodalis,Shannon,MO,MO1,44797_065_1SD,MK794137,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
346,20150224,44797-065,Myotis sodalis,Shannon,MO,MO1,44797_065_2DTM,MK794138,15,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
347,20150224,44797-065,Myotis sodalis,Shannon,MO,MO1,44797_065_2SD,MK794139,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
348,20150224,44797-065,Myotis sodalis,Shannon,MO,MO1,44797_065_3SD,MK794140,19,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
349,20150224,44797-065,Myotis sodalis,Shannon,MO,MO1,44797_065_4SD,MK794141,3,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,,cluster0
350,20150224,44797-066,Myotis sodalis,Shannon,MO,MO1,44797_066_1DTM,MK794142,5,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
351,20150224,44797-066,Myotis sodalis,Shannon,MO,MO1,44797_066_1SD,MK794143,6,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
352,20150224,44797-066,Myotis sodalis,Shannon,MO,MO1,44797_066_2DTM,MK794144,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,guehoae,cluster140
353,20150224,44797-066,Myotis sodalis,Shannon,MO,MO1,44797_066_2SD,MK794145,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
354,20150224,44797-066,Myotis sodalis,Shannon,MO,MO1,44797_066_3SD,MK794146,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
355,20150224,44797-067,Perimyotis subflavus,Shannon,MO,MO1,44797_067_1DTM,MK794147,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
356,20150224,44797-067,Perimyotis subflavus,Shannon,MO,MO1,44797_067_1SD,MK794148,6,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,flavescens,cluster182
357,20150224,44797-067,Perimyotis subflavus,Shannon,MO,MO1,44797_067_2SD,MK794149,7,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Guehomyces,pullulans,cluster114
358,20150224,44797-067,Perimyotis subflavus,Shannon,MO,MO1,44797_067_3SD,MK794150,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
359,20150224,44797-067,Perimyotis subflavus,Shannon,MO,MO1,44797_067_4SD,MK794151,100,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
360,20150224,44797-068,Myotis sodalis,Shannon,MO,MO1,44797_068_1DTM,MK794152,4,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
361,20150224,44797-068,Myotis sodalis,Shannon,MO,MO1,44797_068_1SD,MK794153,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
362,20150224,44797-068,Myotis sodalis,Shannon,MO,MO1,44797_068_2DTM,MK794154,5,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,fragicola,cluster187
363,20150224,44797-068,Myotis sodalis,Shannon,MO,MO1,44797_068_2SD,MK794155,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
364,20150224,44797-069,Myotis sodalis,Shannon,MO,MO1,44797_069_1DTM,MK794156,5,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
365,20150224,44797-069,Myotis sodalis,Shannon,MO,MO1,44797_069_1SD,MK794157,3,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
366,20150224,44797-069,Myotis sodalis,Shannon,MO,MO1,44797_069_2DTM,MK794158,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
367,20150224,44797-069,Myotis sodalis,Shannon,MO,MO1,44797_069_2SD,MK794159,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
368,20150224,44797-069,Myotis sodalis,Shannon,MO,MO1,44797_069_3DTM,MK794160,13,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,fragicola,cluster187
369,20150224,44797-070,Perimyotis subflavus,Shannon,MO,MO1,44797_070_1LNA,MK794161,1,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,cluster19
370,20150224,44797-070,Perimyotis subflavus,Shannon,MO,MO1,44797_070_1SD,MK794162,500,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
371,20150224,44797-071,Myotis sodalis,Shannon,MO,MO1,44797_071_1SD,MK794163,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
372,20150224,44797-071,Myotis sodalis,Shannon,MO,MO1,44797_071_2SD,MK794164,100,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
373,20150224,44797-071,Myotis sodalis,Shannon,MO,MO1,44797_071_3SD,MK794165,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
374,20150224,44797-071,Myotis sodalis,Shannon,MO,MO1,44797_071_4SD,MK794166,15,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
375,20150224,44797-072,Myotis sodalis,Shannon,MO,MO1,44797_072_1DTM,MK794167,9,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
376,20150224,44797-072,Myotis sodalis,Shannon,MO,MO1,44797_072_1SD,MK794168,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
377,20150224,44797-072,Myotis sodalis,Shannon,MO,MO1,44797_072_2SD,MK794169,505,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
378,20150224,44797-072,Myotis sodalis,Shannon,MO,MO1,44797_072_3DTM,MK794170,50,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,fragicola,cluster187
379,20150224,44797-072,Myotis sodalis,Shannon,MO,MO1,44797_072_3SD,MK794171,6,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
380,20150224,44797-073,Myotis sodalis,Shannon,MO,MO1,44797_073_1DTM,MK794172,5,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
381,20150224,44797-073,Myotis sodalis,Shannon,MO,MO1,44797_073_1SD,MK794173,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
382,20150224,44797-073,Myotis sodalis,Shannon,MO,MO1,44797_073_2SD,MK794174,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
383,20150224,44797-073,Myotis sodalis,Shannon,MO,MO1,44797_073_3SD,MK794175,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster48
384,20150224,44797-073,Myotis sodalis,Shannon,MO,MO1,44797_073_3SD(2),MK794176,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
385,20150224,44797-074,Myotis sodalis,Shannon,MO,MO1,44797_074_1DTM,MK794177,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,fragicola,cluster187
386,20150224,44797-074,Myotis sodalis,Shannon,MO,MO1,44797_074_1SD,MK794178,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
387,20150224,44797-074,Myotis sodalis,Shannon,MO,MO1,44797_074_2SD,MK794179,1,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,,cluster0
388,20150224,44797-074,Myotis sodalis,Shannon,MO,MO1,44797_074_3SD,MK794180,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,dulcitum,cluster110
389,20150224,44797-075,Perimyotis subflavus,Shannon,MO,MO1,44797_075_1SD,MK794181,25,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
390,20150224,44797-076,Myotis sodalis,Shannon,MO,MO1,44797_076_1DTM,MK794182,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
391,20150224,44797-076,Myotis sodalis,Shannon,MO,MO1,44797_076_1SD,MK794183,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
392,20150224,44797-076,Myotis sodalis,Shannon,MO,MO1,44797_076_2DTM,MK794184,1,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
393,20150224,44797-076,Myotis sodalis,Shannon,MO,MO1,44797_076_2SD,MK794185,3,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,moniliiforme,cluster44
394,20150224,44797-076,Myotis sodalis,Shannon,MO,MO1,44797_076_3DTM,MK794186,14,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,fragicola,cluster187
395,20150224,44797-076,Myotis sodalis,Shannon,MO,MO1,44797_076_3SD,MK794187,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
396,20150224,44797-077,Perimyotis subflavus,Shannon,MO,MO1,44797_077_1SD,MK794188,37,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
397,20150224,44797-078,Perimyotis subflavus,Shannon,MO,MO1,44797_078_1LNA,MK794189,1,Ascomycota,Eurotiomycetes,Onygenales,incertae sedis,Chrysosporium,,cluster150
398,20150224,44797-078,Perimyotis subflavus,Shannon,MO,MO1,44797_078_1SD,MK794190,7,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,destructans,cluster26
399,20150224,44797-078,Perimyotis subflavus,Shannon,MO,MO1,44797_078_2SD,MK794191,4,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
400,20150218,44797-079,Eptesicus fuscus,Iowa,WI,WI7,44797_079_1DTM,MK794192,1,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,,,cluster124
401,20150218,44797-079,Eptesicus fuscus,Iowa,WI,WI7,44797_079_1SD,MK794193,71,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,roseus,cluster26
402,20150218,44797-079,Eptesicus fuscus,Iowa,WI,WI7,44797_079_2SD,MK794194,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
403,20150218,44797-079,Eptesicus fuscus,Iowa,WI,WI7,44797_079_3SD,MK794195,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,,cluster52
404,20150218,44797-080,Eptesicus fuscus,Iowa,WI,WI7,44797_080_1DTM,MK794196,7,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
405,20150218,44797-080,Eptesicus fuscus,Iowa,WI,WI7,44797_080_1SD,MK794197,32,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
406,20150218,44797-080,Eptesicus fuscus,Iowa,WI,WI7,44797_080_2SD,MK794198,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
407,20150218,44797-080,Eptesicus fuscus,Iowa,WI,WI7,44797_080_3SD,MK794199,2,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,delicatulum,cluster0
408,20150218,44797-082,Eptesicus fuscus,Iowa,WI,WI7,44797_082_1SD,MK794200,4,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,cluster60
409,20150218,44797-082,Eptesicus fuscus,Iowa,WI,WI7,44797_082_2SD,MK794201,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,,cluster52
410,20150218,44797-083,Eptesicus fuscus,Iowa,WI,WI7,44797_083_1DTM,MK794202,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,tephrensis,cluster47
411,20150218,44797-083,Eptesicus fuscus,Iowa,WI,WI7,44797_083_1SD,MK794203,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,victoriae,cluster72
412,20150218,44797-083,Eptesicus fuscus,Iowa,WI,WI7,44797_083_2SD,MK794204,6,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
413,20150218,44797-083,Eptesicus fuscus,Iowa,WI,WI7,44797_083_3SD,MK794205,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,,cluster52
414,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_1DTM,MK794206,3,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
415,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_1LNA,MK794207,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
416,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_1SD,MK794208,45,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
417,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_2DTM,MK794209,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,luteola,cluster129
418,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_2LNA,MK794210,3,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
419,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_2SD,MK794211,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,carnescens,cluster71
420,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_3DTM,MK794212,2,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Hannaella,oryzae,cluster128
421,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_3SD,MK794213,15,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,pullulans,cluster43
422,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_4DTM,MK794214,1,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Eremomycetaceae,,,cluster197
423,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_4SD,MK794215,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,,,cluster52
424,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_5DTM,MK794216,45,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Acrodontium,crateriforme,cluster54
425,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_5SD,MK794217,3,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
426,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_6SD,MK794218,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
427,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_7SD,MK794219,4,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,tassiana,cluster0
428,20150218,44797-084,Eptesicus fuscus,Iowa,WI,WI7,44797_084_8SD,MK794220,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,,cluster9
429,20150218,44797-085,Eptesicus fuscus,Iowa,WI,WI7,44797_085_1SD,MK794221,5,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
430,20150218,44797-085,Eptesicus fuscus,Iowa,WI,WI7,44797_085_2SD,MK794222,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
431,20150218,44797-085,Eptesicus fuscus,Iowa,WI,WI7,44797_085_3SD,MK794223,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,,cluster52
432,20150218,44797-086,Eptesicus fuscus,Iowa,WI,WI7,44797_086_1DTM,MK794224,5,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,,cluster9
433,20150218,44797-086,Eptesicus fuscus,Iowa,WI,WI7,44797_086_1SD,MK794225,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,,cluster52
434,20150218,44797-086,Eptesicus fuscus,Iowa,WI,WI7,44797_086_2SD,MK794226,9,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
435,20150218,44797-086,Eptesicus fuscus,Iowa,WI,WI7,44797_086_3SD,MK794227,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
436,20150218,44797-087,Eptesicus fuscus,Iowa,WI,WI7,44797_087_1DTM,MK794228,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster97
437,20150218,44797-087,Eptesicus fuscus,Iowa,WI,WI7,44797_087_1LNA,MK794229,1,Ascomycota,Eurotiomycetes,Onygenales,incertae sedis,Chrysosporium,,cluster46
438,20150218,44797-087,Eptesicus fuscus,Iowa,WI,WI7,44797_087_1SD,MK794230,2,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Guehomyces,pullulans,cluster114
439,20150218,44797-087,Eptesicus fuscus,Iowa,WI,WI7,44797_087_2LNA,MK794231,8,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster97
440,20150218,44797-087,Eptesicus fuscus,Iowa,WI,WI7,44797_087_2SD,MK794232,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
441,20150218,44797-087,Eptesicus fuscus,Iowa,WI,WI7,44797_087_3SD,MK794233,500,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
442,20150218,44797-088,Eptesicus fuscus,Iowa,WI,WI7,44797_088_1SD,MK794234,12,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
443,20150218,44797-088,Eptesicus fuscus,Iowa,WI,WI7,44797_088_2SD,MK794235,2,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Acrodontium,crateriforme,cluster54
444,20150218,44797-089,Eptesicus fuscus,Iowa,WI,WI7,44797_089_1SD,MK794236,9,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
445,20150218,44797-089,Eptesicus fuscus,Iowa,WI,WI7,44797_089_2SD,MK794237,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,,,cluster52
446,20150218,44797-089,Eptesicus fuscus,Iowa,WI,WI7,44797_089_3SD,MK794238,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
447,20150218,44797-089,Eptesicus fuscus,Iowa,WI,WI7,44797_089_4SD,MK794239,5,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
448,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_1DTM,MK794240,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
449,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_1LNA,MK794241,1,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
450,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_1SD,MK794242,46,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
451,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_2DTM,MK794243,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,,cluster9
452,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_2SD,MK794244,100,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,,cluster52
453,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_3DTM,MK794245,2,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
454,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_3SD,MK794246,8,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
455,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_4DTM,MK794247,2,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,cluster20
456,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_4SD,MK794248,3,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,bialowiezense,cluster139
457,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_5DTM,MK794249,1,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Acrodontium,crateriforme,cluster54
458,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_5SD,MK794250,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,,cluster9
459,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_6DTM,MK794251,1,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,cluster20
460,20150218,44797-090,Eptesicus fuscus,Iowa,WI,WI7,44797_090_7DTM,MK794252,1,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,corylophilum,cluster61
461,20150218,44797-091,Eptesicus fuscus,Iowa,WI,WI7,44797_091_1DTM,MK794253,46,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster97
462,20150218,44797-091,Eptesicus fuscus,Iowa,WI,WI7,44797_091_1LNA,MK794254,1,Ascomycota,Eurotiomycetes,Onygenales,incertae sedis,Chrysosporium,,cluster46
463,20150218,44797-091,Eptesicus fuscus,Iowa,WI,WI7,44797_091_1SD,MK794255,33,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,cluster2
464,20150218,44797-091,Eptesicus fuscus,Iowa,WI,WI7,44797_091_2SD,MK794256,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,,cluster52
465,20150218,44797-091,Eptesicus fuscus,Iowa,WI,WI7,44797_091_3SD,MK794257,17,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,,cluster9
466,20150218,44797-091,Eptesicus fuscus,Iowa,WI,WI7,44797_091_4SD,MK794258,33,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,cluster24
467,20150218,44797-092,Eptesicus fuscus,Iowa,WI,WI7,44797_092_1DTM,MK794259,2,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,,cluster26
468,20150218,44797-092,Eptesicus fuscus,Iowa,WI,WI7,44797_092_1SD,MK794260,33,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,,cluster2
469,20150218,44797-092,Eptesicus fuscus,Iowa,WI,WI7,44797_092_2DTM,MK794261,3,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,appendiculatus,cluster9
470,20150218,44797-092,Eptesicus fuscus,Iowa,WI,WI7,44797_092_2SD,MK794262,500,Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,,cluster52
